#name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc004fst.1	chrY	+	14813159	14972768	14821380	14971341	46	14813159,14820566,14821320,14832521,14834040,14837045,14838507,14847545,14847931,14848344,14850090,14851458,14869121,14870435,14872413,14883001,14885516,14887404,14888582,14889952,14890539,14891459,14898136,14898454,14902339,14903431,14904964,14922113,14922606,14923569,14924764,14928058,14930354,14945613,14949836,14951789,14952935,14954165,14954988,14958257,14958857,14959163,14968264,14968557,14969490,14971203,	14813984,14820626,14821476,14832670,14834120,14837158,14838726,14847661,14848183,14848483,14850243,14851563,14869328,14870572,14872547,14883089,14885859,14887500,14888794,14890193,14890689,14891580,14898267,14898733,14902465,14903557,14905134,14922222,14922753,14923716,14924987,14928279,14930545,14945787,14949978,14952540,14953059,14954391,14955118,14958443,14959078,14959252,14968421,14968770,14969586,14972768,	O00507	uc004fst.1
uc010nwu.1	chrY	+	14821320	14972768	14821320	14821320	44	14821320,14832521,14834040,14837045,14838507,14847545,14847931,14848344,14850090,14851458,14869121,14870435,14872413,14883001,14885516,14887404,14888582,14889952,14890539,14891459,14898136,14898454,14902339,14903431,14904964,14922113,14922606,14923569,14924764,14928058,14930354,14945613,14949836,14951789,14952935,14954150,14954988,14958257,14958857,14959163,14968264,14968557,14969490,14971203,	14821476,14832670,14834120,14837158,14838726,14847661,14848183,14848483,14850243,14851563,14869328,14870572,14872547,14883089,14885859,14887500,14888794,14890193,14890689,14891580,14898267,14898733,14902465,14903557,14905134,14922222,14922753,14923716,14924987,14928279,14930545,14945787,14949978,14952540,14953059,14954391,14955118,14958443,14959078,14959252,14968421,14968770,14969586,14972768,		uc010nwu.1
uc004fsu.1	chrY	+	15016018	15032390	15016847	15030034	18	15016018,15016845,15019447,15021270,15023750,15024638,15024874,15025629,15026475,15026795,15026978,15027541,15027794,15028172,15028428,15028818,15029314,15029954,	15016325,15016892,15019505,15021318,15023880,15024794,15024974,15025765,15026561,15026894,15027139,15027686,15027939,15028354,15028546,15028972,15029454,15032390,	O15523	uc004fsu.1
uc010nwv.1	chrY	+	15016698	15026743	15016847	15026579	8	15016698,15019447,15021270,15023750,15024638,15024874,15025629,15026475,	15016892,15019505,15021318,15023880,15024794,15024974,15025765,15026743,	B4DK29	uc010nwv.1
uc011naq.1	chrY	+	15016698	15026936	15016847	15026912	9	15016698,15019447,15021270,15023750,15024638,15024874,15025629,15026475,15026795,	15016892,15019505,15021318,15023880,15024794,15024974,15025765,15026561,15026936,	B4DK29	uc011naq.1
uc004fsv.2	chrY	+	15016698	15032390	15016847	15030034	17	15016698,15019447,15021270,15023750,15024638,15024874,15025629,15026475,15026795,15026978,15027541,15027794,15028172,15028428,15028818,15029314,15029954,	15016892,15019505,15021318,15023880,15024794,15024974,15025765,15026561,15026894,15027139,15027686,15027939,15028354,15028546,15028972,15029454,15032390,	O15523	uc004fsv.2
uc010nww.1	chrY	+	15016698	15032390	15025644	15030034	13	15016698,15019447,15025629,15026475,15026795,15026978,15027541,15027794,15028172,15028428,15028818,15029314,15029954,	15016892,15019505,15025765,15026561,15026894,15027139,15027686,15027939,15028354,15028546,15028972,15029454,15032390,	O15523	uc010nww.1
uc011nar.1	chrY	+	15017615	15032390	15017690	15030034	17	15017615,15019447,15021270,15023750,15024638,15024874,15025629,15026475,15026795,15026978,15027541,15027794,15028172,15028428,15028818,15029314,15029954,	15017726,15019505,15021318,15023880,15024794,15024974,15025765,15026561,15026894,15027139,15027686,15027939,15028354,15028546,15028972,15029454,15032390,	B4DXX7	uc011nar.1
uc004fsw.1	chrY	-	15346460	15471043	15346461	15470985	18	15346460,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15470967,	15346707,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470499,15471043,	O14607	uc004fsw.1
uc022cjk.2	chrY	-	15360258	15478273	15361735	15478256	18	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,	O14607	uc022cjk.2
uc022cjl.2	chrY	-	15360258	15592550	15361735	15467811	30	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470190,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470401,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022cjl.2
uc022cjs.2	chrY	-	15360258	15592550	15361735	15591545	28	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472360,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245188	uc022cjs.2
uc022cjx.2	chrY	-	15360258	15592550	15361735	15591545	30	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470499,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245191	uc022cjx.2
uc022cjz.2	chrY	-	15360258	15592550	15361735	15591545	29	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH27	uc022cjz.2
uc022ckd.2	chrY	-	15360258	15592550	15361735	15467811	30	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470401,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022ckd.2
uc022cke.2	chrY	-	15360258	15592550	15360258	15360258	30	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15467254,15467517,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15467408,15467583,15467898,15469849,15470433,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,		uc022cke.2
uc022ckf.2	chrY	-	15360258	15592550	15361735	15591545	30	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470499,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245178	uc022ckf.2
uc022cjw.2	chrY	-	15360258	15592550	15361735	15591545	29	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15470967,15471646,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470433,15471102,15471866,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245190	uc022cjw.2
uc022ckw.2	chrY	-	15360258	15592550	15361735	15591545	29	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472360,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245193	uc022ckw.2
uc022ckg.2	chrY	-	15360258	15592550	15361735	15591545	29	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F8W8R7	uc022ckg.2
uc022cju.2	chrY	-	15360258	15592550	15360258	15360258	28	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15447680,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,		uc022cju.2
uc022cjy.2	chrY	-	15360258	15592550	15362884	15591545	15	15360258,15362881,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15591197,15592550,	F4MHB2	uc022cjy.2
uc022cka.2	chrY	-	15360258	15592550	15360258	15360258	9	15360258,15362896,15372157,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15522993,15526673,15560946,15582109,15591197,15592550,		uc022cka.2
uc022ckb.2	chrY	-	15360258	15592550	15360258	15360258	6	15360258,15362896,15372157,15582000,15591133,15591393,	15361762,15363067,15372284,15582109,15591197,15592550,		uc022ckb.2
uc022ckc.2	chrY	-	15360258	15592550	15360258	15360258	5	15360258,15362896,15372157,15591133,15591393,	15361762,15363067,15372284,15591197,15592550,		uc022ckc.2
uc022cjt.2	chrY	-	15360258	15592550	15362884	15478256	30	15360258,15362881,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15511817,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15511931,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022cjt.2
uc022ckj.2	chrY	-	15360258	15592550	15361735	15591545	29	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470499,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245187	uc022ckj.2
uc022cki.2	chrY	-	15360258	15592550	15361735	15591545	29	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470433,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245189	uc022cki.2
uc022ckh.2	chrY	-	15360258	15592550	15361735	15478256	29	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022ckh.2
uc031tky.1	chrY	-	15360258	15592550	15361735	15478256	27	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc031tky.1
uc022ckm.2	chrY	-	15360258	15592550	15362884	15591545	30	15360258,15362881,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470433,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245198	uc022ckm.2
uc022ckk.2	chrY	-	15360258	15592550	15361735	15591545	28	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245186	uc022ckk.2
uc022cko.2	chrY	-	15360258	15592550	15362884	15591545	29	15360258,15362881,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245197	uc022cko.2
uc022ckn.2	chrY	-	15360258	15592550	15361735	15591545	29	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245180	uc022ckn.2
uc004fsx.2	chrY	-	15360258	15592550	15361735	15591545	28	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc004fsx.2
uc022ckz.2	chrY	-	15360258	15592550	15361735	15508806	29	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	F8W8R7	uc022ckz.2
uc022coc.2	chrY	-	15360258	15592550	15361735	15508806	28	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15466882,15467802,15469756,15470343,15470967,15471646,15472309,15478146,15481135,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15467278,15467898,15469849,15470499,15471102,15471866,15472408,15478273,15481229,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	F8W8R7	uc022coc.2
uc022ckp.2	chrY	-	15360258	15592550	15361735	15591545	28	15360258,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F5H4V7	uc022ckp.2
uc022cky.2	chrY	-	15360258	15592550	15361735	15522911	29	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15587782,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15587905,15591197,15592550,	O14607	uc022cky.2
uc022ckr.2	chrY	-	15360258	15592550	15362884	15471711	29	15360258,15362881,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470343,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15470401,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022ckr.2
uc022ckq.2	chrY	-	15360258	15592550	15361735	15591545	28	15360258,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245185	uc022ckq.2
uc022cks.2	chrY	-	15360258	15592550	15362884	15591545	28	15360258,15362881,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245199	uc022cks.2
uc022ckt.2	chrY	-	15360258	15592550	15362884	15591545	28	15360258,15362881,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245196	uc022ckt.2
uc022clb.2	chrY	-	15360258	15592550	15361735	15472324	28	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471823,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022clb.2
uc022cod.2	chrY	-	15360258	15592550	15361735	15508806	26	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15466882,15467802,15469756,15470343,15471646,15472309,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15467278,15467898,15469849,15470499,15471866,15472408,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022cod.2
uc022cku.2	chrY	-	15360258	15592550	15361735	15478256	27	15360258,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481140,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH60	uc022cku.2
uc022ckv.2	chrY	-	15360258	15592550	15361735	15591545	28	15360258,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466665,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15466713,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245182	uc022ckv.2
uc022ckx.2	chrY	-	15360258	15592550	15361735	15591545	27	15360258,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH60	uc022ckx.2
uc022cjn.2	chrY	-	15360258	15592550	15361735	15471838	27	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022cjn.2
uc022cjo.2	chrY	-	15360258	15592550	15361735	15508806	27	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022cjo.2
uc022cjr.2	chrY	-	15360258	15592550	15361735	15591545	28	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15467254,15467802,15469756,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472360,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245179	uc022cjr.2
uc022cjm.2	chrY	-	15360258	15592550	15361735	15591545	28	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15470967,15471646,15472309,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471102,15471866,15472408,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	NP_001245195	uc022cjm.2
uc022cjp.2	chrY	-	15360258	15592550	15361735	15478256	27	15360258,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481140,15508797,15515662,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15508852,15515768,15522993,15526673,15560946,15582109,15591197,15592550,	F4MH60	uc022cjp.2
uc022cjv.2	chrY	-	15360258	15592550	15361735	15591545	24	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15447442,15466882,15467802,15469756,15471646,15472309,15478146,15481135,15522872,15526614,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15448215,15467278,15467898,15469849,15471866,15472408,15478273,15481229,15522993,15526673,15591197,15592550,	NP_001245194	uc022cjv.2
uc022cjq.2	chrY	-	15360258	15592550	15361735	15591545	22	15360258,15362896,15372157,15409586,15410836,15414756,15417278,15417917,15418065,15435434,15436480,15438100,15478146,15481135,15505738,15508797,15522872,15526614,15560896,15582000,15591133,15591393,	15361762,15363067,15372284,15409728,15411024,15414871,15417427,15417992,15418130,15435640,15436586,15438230,15478273,15481229,15505773,15508852,15522993,15526673,15560946,15582109,15591197,15592550,	O14607	uc022cjq.2
